cdr_id,caller_person_id,receiver_person_id,duration_seconds,call_date
CDR1953,P139,P081,419,2026-07-22
CDR1954,P107,P103,524,2025-11-17
CDR1955,P132,P117,1385,2026-05-13
CDR1956,P141,P047,48,2025-11-14
CDR1957,P133,P048,1191,2026-08-12
CDR1958,P128,P055,1363,2026-05-18
CDR1959,P120,P069,1316,2026-06-13
CDR1960,P137,P112,1169,2026-02-13
CDR1961,P016,P134,420,2026-07-24
CDR1962,P094,P119,312,2026-05-23
CDR1963,P062,P039,1538,2026-03-19
CDR1964,P077,P112,850,2026-03-29
CDR1965,P082,P017,1308,2025-10-19
CDR1966,P053,P106,556,2026-06-17
CDR1967,P074,P042,535,2026-01-09
CDR1968,P061,P104,498,2026-03-21
CDR1969,P030,P039,403,2026-03-13
CDR1970,P008,P063,1642,2026-04-27
CDR1971,P080,P119,1004,2025-10-04
CDR1972,P144,P112,874,2026-06-28
CDR1973,P010,P052,336,2026-08-30
CDR1974,P070,P035,69,2026-08-22
CDR1975,P067,P072,1358,2026-08-31
CDR1976,P141,P046,1329,2025-10-28
CDR1977,P011,P125,1612,2025-12-09
CDR1978,P006,P015,1770,2026-03-02
CDR1979,P022,P081,1242,2025-12-03
CDR1980,P077,P017,843,2025-11-28
CDR1981,P094,P024,822,2026-07-06
CDR1982,P036,P061,239,2026-08-15
CDR1983,P147,P129,257,2025-10-13
CDR1984,P134,P149,1597,2026-03-24
CDR1985,P135,P065,1026,2026-06-24
CDR1986,P024,P061,1238,2026-01-10
CDR1987,P032,P081,684,2026-03-03
CDR1988,P150,P100,1660,2026-02-27
CDR1989,P061,P109,456,2025-11-16
CDR1990,P037,P028,368,2026-06-20
CDR1991,P055,P071,910,2025-12-16
CDR1992,P105,P066,1777,2025-12-08
CDR1993,P015,P126,1102,2026-08-02
CDR1994,P096,P029,658,2026-08-06
CDR1995,P140,P109,982,2026-03-02
CDR1996,P064,P072,1616,2025-12-09
CDR1997,P038,P093,983,2025-11-20
CDR1998,P095,P079,53,2026-02-03
CDR1999,P009,P014,1424,2026-01-21
CDR2000,P062,P065,1141,2025-09-13
CDR2001,P099,P080,1318,2025-11-30
CDR2002,P093,P032,1105,2025-11-29
CDR2003,P061,P114,805,2026-06-01
CDR2004,P003,P101,533,2026-07-15
CDR2005,P078,P024,1694,2026-03-17
CDR2006,P061,P077,440,2026-03-21
CDR2007,P042,P113,1303,2026-03-09
CDR2008,P082,P105,1626,2026-02-06
CDR2009,P009,P071,1784,2026-02-06
CDR2010,P021,P126,974,2026-06-02
CDR2011,P106,P086,1479,2025-10-08
CDR2012,P109,P026,1698,2026-08-25
CDR2013,P042,P067,1046,2025-10-18
CDR2014,P017,P091,871,2026-03-07
CDR2015,P141,P084,938,2025-12-22
CDR2016,P008,P014,1323,2025-09-26
CDR2017,P048,P114,1630,2026-02-10
CDR2018,P035,P001,830,2026-05-24
CDR2019,P052,P079,652,2026-04-20
CDR2020,P148,P022,236,2025-11-01
CDR2021,P041,P064,1067,2026-04-19
CDR2022,P034,P106,1633,2026-05-22
CDR2023,P082,P116,989,2026-05-22
CDR2024,P035,P067,365,2025-12-19
CDR2025,P084,P073,416,2026-01-18
CDR2026,P022,P107,762,2026-06-08
CDR2027,P047,P101,782,2025-11-30
CDR2028,P147,P058,52,2025-10-12
CDR2029,P006,P143,1335,2026-06-30
CDR2030,P059,P023,957,2026-03-02
CDR2031,P051,P068,1446,2025-10-29
CDR2032,P044,P013,831,2026-07-20
CDR2033,P110,P067,315,2025-11-08
CDR2034,P023,P095,358,2026-07-13
CDR2035,P146,P031,38,2025-12-18
CDR2036,P135,P112,1593,2026-01-16
CDR2037,P117,P127,252,2026-04-19
CDR2038,P058,P053,400,2025-11-25
CDR2039,P069,P074,1538,2026-01-12
CDR2040,P127,P098,276,2026-05-07
CDR2041,P111,P053,1238,2026-03-23
CDR2042,P056,P073,1498,2026-01-18
CDR2043,P049,P108,379,2026-02-02
CDR2044,P105,P038,68,2025-11-16
CDR2045,P075,P068,492,2026-03-07
CDR2046,P116,P064,767,2026-05-24
CDR2047,P150,P118,185,2026-02-25
CDR2048,P003,P121,282,2026-08-19
CDR2049,P083,P102,1416,2025-11-23
CDR2050,P055,P099,1460,2025-11-25
CDR2051,P109,P066,159,2025-09-10
CDR2052,P025,P143,130,2025-11-22
CDR2053,P014,P086,490,2026-01-24
CDR2054,P121,P091,1251,2026-01-05
CDR2055,P012,P002,529,2025-12-27
CDR2056,P130,P098,629,2026-02-07
CDR2057,P102,P095,280,2025-10-26
CDR2058,P144,P011,1198,2026-03-02
CDR2059,P046,P067,357,2026-08-15
CDR2060,P129,P127,704,2026-05-17
CDR2061,P120,P034,193,2025-11-12
CDR2062,P082,P136,896,2026-07-09
CDR2063,P037,P067,249,2026-07-18
CDR2064,P081,P012,271,2026-05-24
CDR2065,P128,P072,1541,2026-03-10
CDR2066,P093,P111,589,2026-02-11
CDR2067,P068,P133,651,2026-05-13
CDR2068,P112,P043,656,2026-04-19
CDR2069,P126,P039,1148,2026-01-02
CDR2070,P113,P014,396,2026-02-08
CDR2071,P039,P014,480,2026-04-29
CDR2072,P047,P010,973,2026-04-01
CDR2073,P067,P042,1455,2025-09-09
CDR2074,P120,P112,247,2026-02-11
CDR2075,P127,P011,914,2026-02-04
CDR2076,P092,P144,1003,2026-04-20
CDR2077,P118,P127,240,2026-01-24
CDR2078,P038,P032,725,2026-07-26
CDR2079,P024,P053,1788,2026-03-13
CDR2080,P073,P047,1719,2025-11-24
CDR2081,P044,P131,1694,2025-11-14
CDR2082,P070,P145,1368,2025-11-24
CDR2083,P150,P055,1205,2025-11-19
CDR2084,P002,P135,1580,2025-10-05
CDR2085,P147,P047,862,2025-10-10
CDR2086,P020,P064,1583,2026-07-09
CDR2087,P128,P025,683,2026-01-02
CDR2088,P007,P073,1405,2026-07-03
CDR2089,P032,P101,775,2026-01-13
CDR2090,P028,P083,324,2026-01-26
CDR2091,P008,P021,952,2026-07-28
CDR2092,P123,P117,1296,2026-02-19
CDR2093,P069,P002,684,2026-08-17
CDR2094,P012,P116,675,2026-05-12
CDR2095,P146,P034,442,2026-06-29
CDR2096,P013,P073,671,2026-06-20
CDR2097,P015,P019,1130,2026-05-29
CDR2098,P098,P024,826,2026-07-28
CDR2099,P066,P046,501,2026-04-24
CDR2100,P103,P023,52,2026-09-02
CDR2101,P054,P042,805,2025-10-28
CDR2102,P104,P073,1335,2026-06-30
CDR2103,P040,P031,621,2025-10-19
CDR2104,P126,P111,1517,2025-12-15
CDR2105,P080,P034,745,2026-01-30
CDR2106,P025,P095,1059,2025-12-12
CDR2107,P052,P126,922,2026-07-27
CDR2108,P100,P122,559,2026-03-20
CDR2109,P145,P109,194,2026-04-19
CDR2110,P109,P095,1267,2026-01-17
CDR2111,P048,P112,1301,2026-06-24
CDR2112,P110,P024,92,2025-11-25
CDR2113,P132,P088,959,2025-10-06
CDR2114,P058,P040,1024,2026-01-21
CDR2115,P135,P022,605,2026-01-05
CDR2116,P120,P112,172,2025-10-26
CDR2117,P123,P077,314,2026-02-08
CDR2118,P033,P077,1733,2026-06-15
CDR2119,P064,P134,885,2025-12-07
CDR2120,P076,P146,107,2026-08-31
CDR2121,P142,P020,102,2026-04-09
CDR2122,P132,P028,1055,2026-06-05
CDR2123,P109,P106,203,2026-01-26
CDR2124,P119,P146,1674,2026-05-03
CDR2125,P065,P091,531,2026-01-29
CDR2126,P150,P021,1584,2026-04-05
CDR2127,P129,P005,243,2025-12-03
CDR2128,P119,P046,1620,2026-03-04
CDR2129,P047,P101,102,2026-02-06
CDR2130,P022,P107,1452,2026-08-20
CDR2131,P077,P081,1212,2025-10-03
CDR2132,P117,P116,1287,2026-02-08
CDR2133,P068,P088,1794,2026-03-05
CDR2134,P048,P055,389,2025-11-01
CDR2135,P021,P067,1795,2025-12-31
CDR2136,P028,P112,1104,2026-02-18
CDR2137,P005,P002,818,2026-02-02
CDR2138,P030,P004,361,2025-11-04
CDR2139,P123,P118,1426,2025-10-13
CDR2140,P104,P125,630,2026-04-30
CDR2141,P093,P102,1657,2025-09-26
CDR2142,P078,P023,266,2025-12-07
CDR2143,P035,P004,400,2026-02-12
CDR2144,P029,P005,1435,2026-08-02
CDR2145,P049,P007,438,2026-06-18
CDR2146,P124,P038,1340,2026-07-17
CDR2147,P062,P112,1734,2026-07-02
CDR2148,P138,P049,186,2026-02-23
CDR2149,P078,P119,313,2026-03-26
CDR2150,P122,P109,54,2026-07-11
CDR2151,P030,P043,322,2026-03-12
CDR2152,P114,P125,975,2026-02-07
CDR2153,P006,P116,1208,2025-10-13
CDR2154,P063,P052,613,2026-06-09
CDR2155,P146,P101,114,2026-07-09
CDR2156,P086,P003,220,2025-11-14
CDR2157,P111,P107,1747,2026-07-08
CDR2158,P127,P149,1230,2026-02-09
CDR2159,P142,P075,85,2026-01-09
CDR2160,P125,P103,1005,2026-08-15
CDR2161,P132,P125,484,2025-10-30
CDR2162,P016,P136,48,2026-06-11
CDR2163,P109,P148,656,2026-01-22
CDR2164,P142,P017,558,2026-05-06
CDR2165,P107,P122,249,2026-08-07
CDR2166,P127,P089,928,2025-09-27
CDR2167,P112,P006,340,2026-04-27
CDR2168,P074,P050,971,2025-12-06
CDR2169,P089,P113,485,2026-06-15
CDR2170,P130,P057,1213,2026-06-24
CDR2171,P087,P120,278,2026-01-25
CDR2172,P076,P100,863,2026-06-11
CDR2173,P093,P121,1647,2026-02-11
CDR2174,P042,P054,588,2025-09-27
CDR2175,P023,P124,274,2026-07-17
CDR2176,P045,P052,330,2026-05-10
CDR2177,P126,P026,1635,2026-01-27
CDR2178,P107,P127,631,2025-12-04
CDR2179,P061,P054,1150,2026-06-24
CDR2180,P013,P005,744,2025-10-29
CDR2181,P067,P092,1396,2025-11-06
CDR2182,P041,P045,1705,2025-11-17
CDR2183,P129,P009,1662,2026-06-06
CDR2184,P017,P087,891,2026-02-24
CDR2185,P030,P059,257,2026-04-05
CDR2186,P144,P058,1006,2026-02-08
CDR2187,P067,P088,1617,2025-10-24
CDR2188,P091,P012,1587,2026-08-01
CDR2189,P143,P069,319,2026-08-09
CDR2190,P132,P027,1456,2026-06-29
CDR2191,P013,P113,1646,2026-07-05
CDR2192,P118,P029,226,2025-11-09
CDR2193,P027,P144,95,2025-10-16
CDR2194,P130,P027,352,2025-11-20
CDR2195,P031,P053,750,2025-11-02
CDR2196,P041,P075,1460,2025-10-31
CDR2197,P114,P130,1030,2026-07-17
CDR2198,P026,P040,1335,2026-02-23
CDR2199,P094,P086,1687,2026-06-23
CDR2200,P036,P032,1747,2026-01-18
CDR2201,P052,P113,861,2026-08-27
CDR2202,P002,P063,1719,2026-04-06
CDR2203,P122,P088,597,2025-10-06
CDR2204,P130,P044,184,2026-06-30
CDR2205,P069,P096,1474,2026-02-01
CDR2206,P107,P093,1299,2025-11-11
CDR2207,P063,P039,1552,2026-07-10
CDR2208,P136,P108,1622,2026-07-07
CDR2209,P059,P036,1652,2026-03-02
CDR2210,P110,P106,848,2026-01-12
CDR2211,P118,P133,1637,2026-06-30
CDR2212,P093,P008,916,2026-04-02
CDR2213,P038,P003,1479,2026-06-01
CDR2214,P133,P018,183,2026-07-28
CDR2215,P087,P081,832,2025-09-18
CDR2216,P043,P112,135,2026-01-13
CDR2217,P101,P010,1362,2025-11-18
CDR2218,P039,P148,128,2026-02-11
CDR2219,P134,P076,868,2026-03-04
CDR2220,P103,P142,1799,2026-03-23
CDR2221,P078,P081,714,2026-07-11
CDR2222,P003,P072,1090,2025-10-17
CDR2223,P038,P104,923,2026-08-30
CDR2224,P053,P140,1288,2026-03-28
CDR2225,P114,P089,1672,2025-12-27
CDR2226,P104,P051,627,2026-03-05
CDR2227,P022,P010,1110,2026-05-22
CDR2228,P086,P100,1495,2025-12-31
CDR2229,P033,P134,1117,2026-04-12
CDR2230,P073,P055,200,2025-11-12
CDR2231,P131,P142,649,2026-06-20
CDR2232,P134,P088,1560,2025-11-22
CDR2233,P041,P006,67,2026-06-18
CDR2234,P139,P067,504,2026-08-14
CDR2235,P078,P109,1044,2026-02-16
CDR2236,P029,P016,1733,2025-09-19
CDR2237,P096,P067,1294,2025-09-27
CDR2238,P130,P091,263,2026-09-02
CDR2239,P013,P032,929,2026-01-02
CDR2240,P077,P147,1519,2026-02-03
CDR2241,P002,P117,704,2026-03-14
CDR2242,P061,P149,1168,2025-09-09
CDR2243,P137,P060,727,2025-12-11
CDR2244,P077,P073,1375,2026-04-01
CDR2245,P147,P036,1472,2025-11-17
CDR2246,P097,P134,1520,2026-07-10
CDR2247,P064,P027,681,2025-11-22
CDR2248,P133,P150,404,2025-12-22
CDR2249,P093,P117,210,2026-05-31
CDR2250,P038,P109,1706,2025-10-06
CDR2251,P106,P021,198,2026-03-18
CDR2252,P016,P109,276,2026-05-22
CDR2253,P122,P055,923,2026-03-20
CDR2254,P020,P095,1396,2026-08-04
CDR2255,P135,P104,1214,2025-09-05
CDR2256,P144,P133,1605,2026-08-31
CDR2257,P102,P068,1206,2025-12-29
CDR2258,P128,P109,911,2025-10-05
CDR2259,P126,P107,1697,2026-06-15
CDR2260,P042,P037,1045,2025-12-03
CDR2261,P033,P125,1466,2025-09-22
CDR2262,P118,P034,1452,2026-01-07
CDR2263,P132,P136,251,2026-05-08
CDR2264,P055,P117,979,2026-07-19
CDR2265,P009,P041,1154,2026-04-11
CDR2266,P095,P031,1242,2026-08-16
CDR2267,P105,P029,257,2026-05-03
CDR2268,P095,P147,603,2026-01-06
CDR2269,P011,P134,323,2025-09-15
CDR2270,P031,P096,634,2025-11-02
CDR2271,P096,P078,612,2026-05-26
CDR2272,P125,P008,1630,2026-01-25
CDR2273,P037,P108,109,2025-10-03
CDR2274,P079,P073,451,2026-03-25
CDR2275,P047,P126,14,2025-10-21
CDR2276,P032,P141,724,2026-06-16
CDR2277,P018,P012,865,2025-10-14
CDR2278,P124,P147,644,2026-04-02
CDR2279,P145,P116,701,2026-05-18
CDR2280,P097,P122,1718,2026-02-22
CDR2281,P034,P036,1043,2026-01-16
CDR2282,P118,P116,1376,2026-01-19
CDR2283,P115,P039,1784,2026-05-14
CDR2284,P084,P023,1648,2026-04-06
CDR2285,P105,P100,486,2026-01-17
CDR2286,P102,P087,1117,2026-02-13
CDR2287,P012,P114,1517,2026-02-23
CDR2288,P072,P023,1783,2026-06-04
CDR2289,P043,P007,1181,2026-04-17
CDR2290,P080,P144,1331,2026-06-10
CDR2291,P032,P144,184,2026-05-19
CDR2292,P050,P139,1191,2026-02-27
CDR2293,P014,P146,1078,2025-10-07
CDR2294,P049,P122,1039,2025-09-16
CDR2295,P005,P031,1358,2025-09-11
CDR2296,P137,P047,48,2026-03-14
CDR2297,P071,P053,512,2025-10-16
CDR2298,P149,P114,183,2026-04-05
CDR2299,P137,P083,832,2025-09-08
CDR2300,P012,P126,1775,2026-01-30
CDR2301,P006,P088,905,2025-10-10
CDR2302,P047,P107,59,2026-05-13
CDR2303,P136,P082,792,2026-02-13
CDR2304,P066,P024,244,2026-04-10
CDR2305,P026,P139,354,2026-01-04
CDR2306,P074,P037,384,2025-11-26
CDR2307,P066,P023,325,2025-11-25
CDR2308,P079,P105,1399,2025-10-25
CDR2309,P044,P016,1268,2025-10-03
CDR2310,P084,P047,65,2026-05-20
CDR2311,P015,P077,808,2026-04-11
CDR2312,P026,P082,301,2026-02-26
CDR2313,P106,P083,538,2026-05-19
CDR2314,P097,P031,116,2026-08-24
CDR2315,P052,P062,1550,2026-05-09
CDR2316,P061,P127,1051,2025-10-05
CDR2317,P130,P099,245,2025-11-14
CDR2318,P069,P016,661,2026-09-03
CDR2319,P119,P142,843,2026-07-04
CDR2320,P017,P124,69,2026-05-12
CDR2321,P105,P060,48,2025-11-02
CDR2322,P069,P142,1210,2026-07-13
CDR2323,P026,P064,1572,2026-04-28
CDR2324,P143,P033,633,2026-05-29
CDR2325,P146,P105,923,2026-07-11
CDR2326,P022,P129,426,2025-10-23
CDR2327,P037,P096,1116,2025-12-19
CDR2328,P044,P063,1110,2026-01-29
CDR2329,P109,P143,935,2025-10-19
CDR2330,P011,P001,1674,2025-10-24
CDR2331,P119,P075,1347,2026-04-15
CDR2332,P043,P001,133,2025-10-30
CDR2333,P124,P070,1234,2026-01-06
CDR2334,P065,P098,729,2026-03-29
CDR2335,P055,P150,1731,2026-03-26
CDR2336,P131,P073,103,2025-12-26
CDR2337,P042,P137,1163,2026-07-26
CDR2338,P018,P077,193,2026-07-14
CDR2339,P102,P032,1710,2025-09-04
CDR2340,P036,P143,582,2026-01-14
CDR2341,P111,P054,1260,2026-01-26
CDR2342,P130,P082,1406,2025-09-12
CDR2343,P088,P067,1551,2026-07-02
CDR2344,P116,P070,513,2026-01-18
CDR2345,P083,P088,441,2026-06-01
CDR2346,P118,P085,42,2025-12-08
CDR2347,P035,P001,1256,2026-02-03
CDR2348,P122,P002,29,2026-05-11
CDR2349,P045,P106,1148,2026-08-06
CDR2350,P126,P101,1112,2026-02-23
CDR2351,P021,P020,1113,2026-03-14
CDR2352,P008,P114,1386,2025-12-24
CDR2353,P032,P091,1674,2026-01-24
CDR2354,P097,P092,802,2026-07-21
CDR2355,P046,P003,265,2026-03-08
CDR2356,P119,P095,405,2025-12-05
CDR2357,P114,P003,463,2026-06-13
CDR2358,P006,P072,1403,2026-01-21
CDR2359,P092,P050,194,2025-10-30
CDR2360,P078,P057,489,2026-06-05
CDR2361,P127,P093,85,2026-03-30
CDR2362,P072,P127,1451,2025-12-08
CDR2363,P054,P002,411,2026-04-02
CDR2364,P102,P029,1791,2026-04-18
CDR2365,P072,P146,1034,2025-09-15
CDR2366,P127,P044,1140,2025-09-30
CDR2367,P050,P145,1386,2026-01-09
CDR2368,P145,P045,143,2025-12-19
CDR2369,P033,P017,270,2026-03-11
CDR2370,P067,P146,1762,2026-05-22
CDR2371,P059,P134,1502,2025-11-11
CDR2372,P071,P050,1746,2026-03-21
CDR2373,P006,P137,1268,2025-10-26
CDR2374,P065,P144,939,2026-08-29
CDR2375,P001,P110,1322,2026-02-12
CDR2376,P014,P083,895,2025-10-19
CDR2377,P105,P071,259,2026-01-29
CDR2378,P133,P120,1024,2026-03-16
CDR2379,P093,P133,1564,2026-02-24
CDR2380,P012,P058,106,2025-09-24
CDR2381,P072,P108,1100,2026-02-04
CDR2382,P115,P081,20,2026-03-15
CDR2383,P101,P050,695,2026-05-10
CDR2384,P021,P147,1664,2026-06-24
CDR2385,P007,P058,1422,2026-07-06
CDR2386,P109,P020,521,2025-10-04
CDR2387,P051,P043,684,2026-02-20
CDR2388,P080,P017,1292,2026-08-30
CDR2389,P025,P008,992,2026-05-20
CDR2390,P111,P007,1223,2026-05-07
CDR2391,P086,P065,516,2026-04-26
CDR2392,P028,P122,498,2025-12-18
CDR2393,P088,P014,1692,2025-09-12
CDR2394,P086,P134,1636,2026-03-23
CDR2395,P061,P019,1598,2026-08-10
CDR2396,P113,P025,1290,2026-06-02
CDR2397,P115,P149,265,2026-08-30
CDR2398,P022,P016,78,2025-11-12
CDR2399,P097,P081,1746,2026-04-03
CDR2400,P017,P033,136,2025-09-21
CDR2401,P114,P015,627,2026-07-08
CDR2402,P111,P017,218,2026-07-12
CDR2403,P015,P144,116,2026-01-27
CDR2404,P076,P098,832,2026-03-25
CDR2405,P025,P106,487,2026-01-06
CDR2406,P003,P117,796,2026-05-20
CDR2407,P119,P110,1280,2026-08-25
CDR2408,P026,P087,1343,2026-01-23
CDR2409,P007,P117,1069,2026-01-19
CDR2410,P085,P050,231,2025-11-05
CDR2411,P027,P004,1228,2026-01-20
CDR2412,P018,P050,1183,2025-10-30
CDR2413,P033,P131,534,2026-02-22
CDR2414,P091,P108,995,2025-11-23
CDR2415,P114,P048,507,2025-10-04
CDR2416,P036,P012,133,2026-04-30
CDR2417,P033,P080,1207,2026-01-20
CDR2418,P112,P132,1344,2026-01-29
CDR2419,P092,P080,1205,2025-09-30
CDR2420,P139,P038,311,2026-07-17
CDR2421,P121,P080,1245,2025-10-24
CDR2422,P088,P075,765,2026-07-03
CDR2423,P003,P133,1211,2026-05-29
CDR2424,P038,P015,496,2025-12-05
CDR2425,P130,P144,1768,2025-12-30
CDR2426,P014,P109,714,2026-01-20
CDR2427,P051,P052,1321,2026-06-21
CDR2428,P052,P018,709,2025-10-25
CDR2429,P049,P122,1432,2026-02-03
CDR2430,P120,P085,1754,2025-09-26
CDR2431,P149,P145,697,2025-10-07
CDR2432,P077,P108,683,2025-09-12
CDR2433,P042,P027,940,2026-05-21
CDR2434,P011,P127,459,2026-08-04
CDR2435,P001,P058,1429,2026-04-17
CDR2436,P059,P120,1287,2026-08-15
CDR2437,P055,P062,994,2025-10-13
CDR2438,P085,P097,430,2026-06-30
CDR2439,P103,P048,1701,2026-02-06
CDR2440,P002,P093,30,2026-07-01
CDR2441,P019,P092,71,2025-09-12
CDR2442,P143,P030,301,2025-11-03
CDR2443,P075,P113,408,2025-12-20
CDR2444,P150,P093,99,2025-09-24
CDR2445,P008,P051,415,2026-07-16
CDR2446,P073,P045,458,2026-08-01
CDR2447,P068,P045,705,2026-08-14
CDR2448,P142,P063,375,2026-05-15
CDR2449,P051,P006,370,2025-11-03
CDR2450,P068,P026,52,2026-03-14
CDR2451,P036,P098,1351,2025-10-26
CDR2452,P029,P087,440,2026-07-17
CDR2453,P079,P117,501,2026-06-26
CDR2454,P095,P096,1363,2026-06-20
CDR2455,P044,P135,1646,2025-12-13
CDR2456,P112,P017,252,2026-01-10
CDR2457,P037,P034,1637,2026-06-26
CDR2458,P049,P050,1100,2026-08-28
CDR2459,P097,P096,661,2026-07-23
CDR2460,P110,P063,104,2026-04-07
CDR2461,P049,P138,612,2026-07-07
CDR2462,P039,P084,516,2025-11-09
CDR2463,P014,P072,1797,2026-02-01
CDR2464,P033,P131,1206,2026-04-18
CDR2465,P126,P054,1499,2025-09-09
CDR2466,P021,P121,1629,2026-08-21
CDR2467,P017,P043,1051,2026-05-25
CDR2468,P100,P131,776,2025-10-25
CDR2469,P128,P133,960,2026-02-15
CDR2470,P046,P083,1469,2026-08-20
CDR2471,P096,P135,1432,2025-10-23
CDR2472,P124,P127,980,2026-04-06
CDR2473,P069,P149,831,2026-05-01
CDR2474,P150,P010,434,2026-04-12
CDR2475,P057,P052,935,2025-11-29
CDR2476,P061,P102,457,2025-09-10
CDR2477,P079,P109,782,2026-08-25
CDR2478,P147,P041,1735,2025-11-24
CDR2479,P096,P066,1137,2026-08-16
CDR2480,P022,P035,1549,2026-04-17
CDR2481,P022,P076,920,2026-06-11
CDR2482,P133,P091,481,2025-09-22
CDR2483,P150,P011,962,2025-09-06
CDR2484,P132,P087,882,2025-12-06
CDR2485,P116,P120,895,2026-04-29
CDR2486,P105,P095,1657,2025-12-25
CDR2487,P128,P082,569,2026-04-10
CDR2488,P098,P007,377,2026-08-24
CDR2489,P114,P060,553,2025-10-30
CDR2490,P020,P092,178,2026-05-02
CDR2491,P076,P129,1060,2026-07-27
CDR2492,P140,P021,1619,2025-10-30
CDR2493,P071,P059,211,2025-10-15
CDR2494,P031,P019,747,2026-08-13
CDR2495,P010,P140,420,2026-03-18
CDR2496,P086,P051,1392,2026-01-12
CDR2497,P085,P065,629,2026-01-24
CDR2498,P071,P049,1455,2026-05-15
CDR2499,P036,P140,544,2026-05-12
CDR2500,P003,P077,587,2026-08-19
CDR2501,P089,P104,840,2026-06-27
CDR2502,P149,P004,976,2025-11-22
CDR2503,P132,P039,1782,2026-07-31
CDR2504,P102,P059,474,2025-09-11
CDR2505,P054,P122,488,2026-02-14
CDR2506,P133,P142,1561,2026-07-01
CDR2507,P120,P119,707,2026-01-18
CDR2508,P022,P081,1742,2026-07-07
CDR2509,P049,P110,1587,2026-05-16
CDR2510,P107,P054,908,2025-09-17
CDR2511,P116,P143,71,2025-10-11
CDR2512,P096,P036,1192,2026-07-03
CDR2513,P033,P079,1521,2025-09-25
CDR2514,P003,P128,1669,2026-06-22
CDR2515,P091,P087,471,2025-12-02
CDR2516,P108,P109,1414,2026-07-23
CDR2517,P104,P138,623,2026-02-27
CDR2518,P084,P006,1172,2025-12-03
CDR2519,P009,P036,324,2026-07-18
CDR2520,P085,P146,1299,2026-01-26
CDR2521,P147,P101,790,2026-01-14
CDR2522,P053,P101,140,2026-08-06
CDR2523,P137,P099,395,2025-11-23
CDR2524,P122,P028,683,2025-10-17
CDR2525,P146,P116,1318,2025-09-26
CDR2526,P078,P024,361,2025-12-04
CDR2527,P027,P142,373,2026-06-07
CDR2528,P009,P126,64,2026-02-26
CDR2529,P048,P051,152,2025-11-22
CDR2530,P099,P073,431,2025-11-23
CDR2531,P060,P075,1360,2025-11-12
CDR2532,P135,P018,941,2026-09-02
CDR2533,P015,P095,1071,2025-12-19
CDR2534,P003,P044,679,2026-05-13
CDR2535,P106,P101,331,2026-01-08
CDR2536,P029,P034,1108,2026-04-11
CDR2537,P108,P123,1531,2026-07-31
CDR2538,P018,P100,1782,2025-11-01
CDR2539,P053,P034,1792,2026-05-22
CDR2540,P053,P080,895,2025-11-08
CDR2541,P122,P041,1246,2026-05-02
CDR2542,P148,P080,1213,2026-01-20
CDR2543,P052,P129,1477,2026-02-24
CDR2544,P118,P071,423,2026-01-06
CDR2545,P002,P037,922,2025-09-04
CDR2546,P017,P103,1248,2025-11-03
CDR2547,P064,P135,683,2025-09-12
CDR2548,P146,P126,952,2026-01-10
CDR2549,P119,P148,90,2025-11-29
CDR2550,P024,P074,1333,2026-06-11
CDR2551,P117,P089,1444,2026-08-01
CDR2552,P077,P101,1265,2025-09-30
CDR2553,P045,P107,520,2026-08-28
CDR2554,P046,P111,947,2026-01-03
CDR2555,P099,P047,1440,2026-06-23
CDR2556,P146,P025,815,2026-05-14
CDR2557,P012,P062,1792,2025-10-29
CDR2558,P041,P071,1296,2026-01-26
CDR2559,P138,P075,1375,2025-11-22
CDR2560,P018,P056,1020,2026-02-06
CDR2561,P106,P142,258,2025-11-20
CDR2562,P095,P020,1557,2026-02-19
CDR2563,P027,P130,1579,2025-12-22
CDR2564,P084,P105,933,2026-07-26
CDR2565,P043,P065,434,2026-09-03
CDR2566,P130,P012,956,2026-08-16
CDR2567,P007,P019,1318,2025-12-15
CDR2568,P119,P098,713,2026-04-13
CDR2569,P103,P050,822,2025-10-21
CDR2570,P010,P003,523,2026-07-21
CDR2571,P030,P035,679,2026-03-23
CDR2572,P119,P125,954,2025-09-08
CDR2573,P018,P022,1133,2026-06-30
CDR2574,P063,P113,297,2025-09-17
CDR2575,P121,P072,1733,2026-04-23
CDR2576,P042,P044,1727,2025-10-23
CDR2577,P005,P026,372,2025-11-17
CDR2578,P076,P032,1104,2026-02-03
CDR2579,P101,P044,168,2025-10-01
CDR2580,P003,P070,324,2026-08-18
CDR2581,P113,P092,374,2026-07-29
CDR2582,P056,P009,1392,2026-03-18
CDR2583,P137,P056,915,2025-11-19
CDR2584,P013,P134,1322,2025-10-11
CDR2585,P027,P100,1423,2025-12-27
CDR2586,P079,P114,117,2026-07-26
CDR2587,P002,P013,1591,2026-08-23
CDR2588,P097,P052,521,2026-05-30
CDR2589,P096,P062,419,2025-12-19
CDR2590,P024,P005,873,2025-11-28
CDR2591,P008,P004,700,2026-06-20
CDR2592,P050,P017,461,2025-12-03
CDR2593,P025,P043,1492,2026-08-27
CDR2594,P043,P012,861,2026-05-12
CDR2595,P132,P028,1680,2026-04-23
CDR2596,P084,P083,1161,2025-12-29
CDR2597,P049,P054,1119,2025-12-20
CDR2598,P102,P110,257,2026-05-23
CDR2599,P060,P055,226,2026-04-14
CDR2600,P092,P083,365,2026-08-24
CDR2601,P004,P103,1349,2025-12-14
CDR2602,P081,P004,807,2026-05-27
CDR2603,P055,P118,460,2026-02-27
